class,text
Milan,               the development of art The painting which had already begun to flake off before the destruction of part of the room left it exposed to weather has been restored several times a process which will probably never be fully completed Entrance is limited and restricted to those with advance timed tickets An easy way to see this and the other most famous sites in Milan is on a Milan Half Day Sightseeing Tour with da Vinci s The Last Supper This 3 5 hour walking tour takes you to several key attractions and includes admission to La Scala and an entrance ticket to see The Last Supper 
Milan,               Forming one side of Piazza del Duomo and opening on the other side to Piazza della Scala the grand Galleria Vittorio Emanuele II was designed by Giuseppe Mengoni and built between 1865 and 1877 
Milan,                It was then the largest shopping arcade in Europe with a dome soaring 48 meters above its mosaic floor Marking the beginning of modern architecture in Italy today it stands as a splendid example of 19th century industrial iron and glass construction And it s still a beautiful vibrant place where locals meet for lunch or coffee in its elegant caf s and browse in its luxury shops It is so much a part of local life that the inhabitants of 
Milan,               The Castello Sforzesco held by the Visconti and the Sforza families who ruled Milan from 1277 to 1447 and from 1450 to 1535 respectively was built in 1368 and rebuilt in 1450 The 70 meter Torre de Filarete is a 1905 reproduction of the original gate tower The Castello houses the Musei del Castello Sforzesco 
Milan,               a series of museums one of which features sculpture The collection includes the Piet Rondanini Michelangelo s last masterpiece brought here in 1953 from the Palazzo Rondanini in Rome Other museums feature a collection of decorative art prehistoric and Egyptian antiquities a collection of musical history and an armory of weapons and medieval armor The picture gallery includes paintings by Bellini Correggio Mantegna 
Milan,               The extensive monastery was built over the ruins of the Roman circus and portions of the Roman walls all now part of the Civico Museo Archeologico Archaeology Museum where you can see these excavated remains of Roman Milan Along with the ancient history of Milan you ll find Greek Etruscan and Roman finds from elsewhere in Italy including sculptures in stone and bronze Particularly good are the third century sculpture of Maximilian a bronze head and a female statue with folded drapes The Renaissance Palazzo di Brera built between 1651 and 1773 was originally a Jesuit college but since 1776 has been the Accademia di Belle Arti Academy of Fine Arts Along with a library and observatory it contains the Pinacoteca di Brera one of Italy s finest art museums Much of the art was acquired as churches closed or were demolished and the museum is especially strong in paintings by northern Italian masters As you enter through the courtyard you ll see an 1809 monument to Napoleon I by the sculptor Canova 
Milan,               Notable among 15th century pictures are works by Mantegna Madonna in a Ring of Angels Heads and Lamentation The Venetian masters are represented by Giovanni Bellini Lamentation and two Madonnas Paolo Veronese Titian Count Antonio Porcia and St Jerome and Tintoretto Finding of St Mark s Body and Descent from the Cross and portraits by Lorenzo Lotto and Giovanni Battista Moroni The Lombard masters disciples of Leonardo da Vinci are well represented as are artists of the Ferrarese school Correggio 
Milan,               of Parma is represented by a Nativity and an Adoration of the Kings Artists of the Umbrian school include Piero della Francesca Madonna with Saints and Duke Federico da Montefeltro and Bramante eight frescoes Christ of the Column The most famous picture in the gallery is Raphael s Marriage of the Virgin Lo Sposalizio the finest work of his first period Outstanding among foreign masters are Rembrandt portraits of women including The Artist s Sister Van Dyck Princess Amalia of Solms Rubens Last Supper and El Greco St Francis It s not all old masters you ll also find works here by Picasso Braque and Modigliani too Most visitors miss the Brera s little secret the Orto Botanico di Brera a charming garden in one of its inner courtyards a hidden oasis of exotic trees pools and flower beds with a 19th century greenhouse 
Milan,               Considered the most prestigious opera house in the world La Scala has rung with the music of all the great operatic composers and singers and its audiences the theater seats 2 800 people are known and feared as the most demanding in Italy The season begins in early December and runs through May but tickets are often difficult to come by 
Milan,               The best way of getting tickets is through your hotel concierge but it s worth checking at the box office In the same building is the Museo Teatrale alla Scala where you ll find a collection of costumes from landmark performances and historical and personal mementos of the greats who performed and whose works were performed at La Scala including Verdi Rossini and the great conductor Arturo Toscanini If there is not a rehearsal in progress the museum offers access to see the inside of the opera house itself one of the world s grandest 
Milan,               The church of Sant Ambrogio was founded in 386 by St Ambrose who was born in Milan and is the city s patron saint The present church is a masterpiece of Romanesque architecture built in the 12th century around the choir from an earlier ninth century church There s a lot to see here beginning with the large portico also from the ninth century and the atrium 
Milan,               Our Milan Food Walking Tour is an unique and memorable tasting experience through the historic district of Brera the oldest neighborhood of Milan where old world charm meets a youthful downtown vibe 
Milan,               CENTRAL LAKE COMO FOOD VILLAS BOAT TOUR Boat Food Villas Tour of Lake Como Italy A full day guided tour discovering the pearls of Lake Como walking tours of Bellagio and Varenna a visit to Villa Balbianello and Villa Melzi a relaxing private cruise the sampling of olive oil 
Milan,               Get a personalized luxury itinerary that will make your trip to Milan and Lake Como memorable I will help you create a personalized itinerary for visiting Milan and Lake Como that includes private tours unique experiences The itineraries are 
Milan,               Enjoy a full day trip to the beautiful Valtellina valley pass along the lake Como and the marvellous paths of Valtellina 
Milan,               Once in Varenna meet your guide and explore this fantastic city before to get on board of a private car and start your trip to Valtellina 
Milan,               Stop for lunch in a typical restaurant and enjoy a wine tasting in the afternoon 
Milan,               Stop here and there to explore the tiny Valtellina s historic villages and then head back to Varenna where you can board your train back to Milan 
Budapest,               Budapest the capital of Hungary and considered by many to be the Paris of the East is one of the most culturally important metropolises in Eastern Europe and is home to numerous UNESCO World Heritage Sites Although humans have lived here since the Stone Age this beautiful city only formally came into being in 1872 with the amalgamation of three previously independent towns Old Buda buda Buda and Pest to become the administrative commercial and industrial center of Hungary 
Budapest,               Straddling the River Danube Budapest is famous for its thermal springs some of which have been used for therapeutic purposes since prehistory In fact Budapest has so many things to do that you ll want to spend at least a few days exploring this dynamic city Popular attractions range from impressive architecture and poignant reminders of 20th century history to its vibrant cultural and entertainment scene with everything from street buskers to classical concerts in beautiful churches 
Budapest,               Budapest is also a shopper s paradise from the traditional wares and foodstuffs available at the Central Market Hall to Vaci Street noted for its mix of luxury boutique stores and big brand names Whatever your sightseeing preferences get the most out of your Hungary travel itinerary with our guide to the top tourist attractions in Budapest 
Budapest,               Towering over the Danube Budapest s Castle Hill V rhegy contains many of the city s most important medieval monuments and museums Topping the list of these impressive structures is the 18th century Buda Castle Budav ri Palota a massive 200 room palace that replaced a 13th century castle built to protect the stronghold from Mongol and Tartar attacks 
Budapest,               Although badly damaged in World War II much of the exterior has been restored along with sections of the interior which now houses a number of important museums These include the Hungarian National Gallery in the main wing while in the south wing the Budapest History Museum occupies four floors 
Budapest,               In front of the castle overlooking the Danube stands a bronze equestrian statue of Prince Eugene of Savoy a hero of Turkish attacks on the city Castle Hill is worth exploring for its medieval lanes and it Romanesque Gothic and Baroque architecture This entire historic complex is a UNESCO World Heritage Site 
Budapest,               Like much of the city Buda Castle is spectacularly illuminated at night and the castle courtyards remain open 24 hours a day You can reach the castle on the restored historic Castle Funicular Railway which departs from the Buda end of the Chain Bridge 
Budapest,               A highlight of a walk around Budapest s lovely pedestrian friendly cobbled streets is the area around the country s architecturally pleasing Parliament building Orsz gh z along with its neighbors the Museum of Ethnography and the Ministry of Agriculture 
Budapest,               The world s third largest parliament building this Neo Gothic building was inaugurated in 1886 to mark the country s 1 000th anniversary Hungary was then part of the Austro Hungarian Empire 
Budapest,               This impressive structure boasts 691 rooms as well as an impressive 19 kilometers of corridors and stairs Guided tours last approximately 45 minutes and are available whenever the government is not sitting and include many of the building s highlights such as the main entrance hall various lobbies and the Hungarian Crown Jewels 
Budapest,               Budapest s St Stephen s Basilica Szent Istv n bazilika is a popular attraction for its impressive architecture the beauty of its interior and the panoramic views from its dome The cathedral is dedicated to St Stephen Hungary s holy king and the founder of the Hungarian state and construction began in 1851 but after several construction setbacks including the collapse of its unfinished dome it was not dedicated until 1905 
Budapest,               The roof towers and external walls were badly damaged in World War II and the church s precious mosaics fell from the walls However these were successfully restored to their original place and are the highlight of the richly decorated interior The most impressive of these the five part Venetian mosaic is in the sanctuary and represents the allegories of the mass 
Budapest,               The cathedral s most precious holy relic the mummified right hand of the church s patron saint the first king of Hungary is displayed under glass in the chapel to the left of the high altar 
Budapest,               One of the best things to do here if time permits is to take one of the two elevators that carry visitors up to the cupola for sweeping 360 degree views over the city and the Danube alternatively you can climb the 364 steps Guided tours of the basilica are available on weekdays Also be sure to check the cathedral s website for details of one of its frequent organ and classical music concerts 
Budapest,               Overlooking the Danube on the spot where the city s fishermen s guild built their defence walls in the Middle Ages stands the impressive Fisherman s Bastion Hal szb stya This exquisite collection of Neo Romanesque towers courtyards colonnades and walls was built between 1895 and 1902 and is one of the most popular points in the city for tourists largely for its spectacular views over the city and the Danube 
Budapest,               While here be sure to look for the bronze equestrian statue of St Stephen the first King of Hungary in the south courtyard The reliefs on the sides of the base depict scenes from Stephen s life and make for an incredible selfie backdrop A variety of English language tour options are available 
Budapest,               The Danube or Duna in Hungarian flows through Budapest from north to south and in some places within city boundaries is as much as 640 meters wide One of the top free things to do in Budapest is strolling along the Danube Promenade Dunakorz a pleasant century old riverside walk that extends between the Elisabeth and Sz chenyi Chain Bridges 
Budapest,               Although there are many places from which to enjoy views of the majestic river as you stroll its banks either the Buda or Pest sides they re both good the Danube Promenade is definitely one of the best vantage points to take in views of the city s stunning architecture 
Budapest,               It s also on the banks of the Danube the northeast side close to the Hungarian Parliament buildings that you ll find the chilling Shoes on the Danube Bank memorial a series of 60 pairs of steel sculpted shoes commemorating Jews shot here by the Nazis It s a poignant and moving reminder of the Nazi atrocities suffered by Hungary in World War II 
Budapest,               Another great way to view the city is via a boat cruise along the Danube Numerous tourist excursions depart regularly from the landing stages at Vigad t r on the Pest bank and Bem J zsef t r on the Buda bank and are highly recommended It s also fun watching these sturdy vessels from the historic Freedom Bridge as they whip down river only to have to struggle back against the current 
Budapest,               Matthias Church also known as The Church of Our Lady Nagyboldogasszony templom is a prominent landmark on Castle Hill It was completed in 1269 and its magnificent south doorway with its relief depicting the Death of Mary was added in the 1300s 
Budapest,               During the Turkish occupation of 1541 1699 the church was used as a mosque and was later renovated in the Baroque style It has been the scene of several historic events including the coronation of King Charles I of Hungary in 1309 and the coronation of Emperor Franz Joseph I of Austria and his consort Elisabeth Sissy as rulers of Hungary It was for this event that Franz Liszt composed his coronation mass 
Budapest,               The free organ concerts held here on Sunday evenings are well worth attending Also worth checking out the Ecclesiastical Art Museum is located on the church s medieval crypt and features a collection of sacred relics stone carvings and replicas of the Hungarian crown jewels 
Budapest,               Budapest has something for everyone from dramatic history and flamboyant architecture to healing thermal waters and a nightlife that is unrivalled in Eastern and Central Europe 
Budapest,               Whether you re arriving in Budapest after a long plane ride or a journey by train you ll be glad to soak away travel related aches and pains in the healing waters of the city s famed public baths One of the largest natural hot spring spa baths in Europe the Sz chenyi Thermal Baths is not a tourist attraction expect to be at least somewhat confused by the signs in Hungarian not to mentionthe staggering number of options at the ticket counter but a functional wellness centre and social space that s regularly used by locals and visitors alike Bring flip flops a swimsuit and a towel if you can towel rental is available but bringing your own is easier Check out the website for more information on prices and packages and book online ahead of time if you re hoping to try an additional service like a massage Note that Sz chenyi isn t your only option in town There are more than a dozen other public baths available in the city 
Taipei,               The Miniatures Museum contains first rate artwork produced by renowned artists from around the world World class in scale the museum contains approximately 200 hundred assembled and ornamented works of art including delightfully 
Taipei,               Taipei s version of New York City s Central Park this park is 26 hectares the size of three major league baseball fields Take a walk around the ecological pond enjoy a meal 
Taipei,               The monument to former military and political leader Chiang Kai shek is a beautiful building set in a quiet central city park Most tourists come to see the changing of the guard which happens on the hour from 9am to 5pm 
Taipei,               Dr Sun Yat sen was the former leader of the KMT party and the first president of the Republic of China which we also know as Taiwan The park around the memorial hall is a nice place to relax in the afternoon while the hall itself houses some of Sun Yat sen s personal items 
Taipei,               Founded in 1738 by Han immigrants from Fujian this temple has served as a municipal guild and self defence centre as well as a house of worship These days it is one of the city s top religious sites and a prime venue for exploring both Taiwan s vibrant folk faith and its unique temple arts and architecture The temple can get very congested with tourists try coming early in the morning before 8am or late in the evening after 8pm to avoid the crush 
Taipei,               Longshan is dedicated to the bodhisattva of mercy Guanyin though in true Taiwanese style there are over 100 other gods and goddesses worshipped in the rear and side halls Matsu goddess of the sea is enshrined in the back centre Wenchang Dijun the god of literature to the far right come during exam period to 
Taipei,               see how important he is red faced Guan Gong the god of war and patron of police and gangsters is enshrined to the far left and in front of that is the Old Man Under the Moon known as the Matchmaker or the Chinese Cupid 
Taipei,               As with most temples in Taiwan Longshan has been rebuilt multiple times after destruction by earthquakes typhoons and even bombing in the last days of WWII The present structure with elements from the masterful 1920s and post WWII reconstructions doesn t have the same flow and elegance as Bao an Temple but it is still an impressive 
Taipei,               Check out the two of a kind bronze pillars outside the front hall and the incense holders outside the main hall The handles depict a common temple motif The Fool Holding up the Sky The western style appearance of the fools is no coincidence They are said to represent the Dutch or sometimes Dutch slaves who occupied Taiwan in the 17th century 
Taipei,               Taipei is Taiwan s largest city as well as its economic political and cultural center It is a modern cosmopolitan metropolis with a lively and diversified face filled with exuberance 
Taipei,               From the world s tallest building 2004 2010 to the biggest collection of Chinese art Taipei invites you into a world of fascinating contrasts a mix of the modern and traditional with a generous dash of energy and friendly smiles to make this one of your most memorable trips to Asia 
Taipei,               The cultural kaleidoscope of Taiwan s capital city pulses wherever you go Incense veiled temples dating back to dynastic times blend seamlessly with a neon street life of a decidedly more modern era Taipei has dozens of world class restaurants where gourmets can sample the best regional Chinese cuisine and for the gourmand there are plenty of night markets serving up scrumptious evening snacks in an environment of chaotic excitement and fun 
Taipei,               The polarities of Taipei are vividly present as well in the joining of the urban and natural Just a few minutes from the heart of the city you can soak away the cares of the world in mineral rich hot springs nestled in the lush mountain foothills ringing the Taipei Basin And throughout the city there are plenty of trails parks and other oases of tranquility to lift and invigorate your spirits Whether you re just stopping over en route to another Asian destination or planning a longer stay Taipei is a many faceted treasure that will call you back again and again 
Taipei,               Yangmingshan National Park is one of the nine national parks in Taiwan located between Taipei and New Taipei City The districts that house parts of the park grounds include Taipei s Beitou and Shilin Districts and New Taipei s Wanli Jinshan and Sanzhi Districts The National Park is famous for its cherry blossoms hot springs sulfur deposits fumaroles venomous snakes and hiking trails including Taiwan s talles 
Taipei,               Taiwan s bustling vivacious food loving capital has something for everyone Whether you want to explore Taipei s history arts fantastic temples nature or perhaps you just want to suntan on one of the best beaches around Taipei or eat your heart out at Taipei s famed night markets this city s got you covered 
Taipei,               Having called Taipei home for over a decade there s no way I could make this a short article Choosing only 10 or 15 things to do in Taipei simply would not do this enchanting multi faceted metropolis justice this article is so long that it could practically be published as a guidebook and I had to write an equally long article to cover the best day trips from Taipei 
Taipei,               If you re planning your Taipei trip also be sure to consult my personal recommendations for the best hostels hotels and areas to stay in Taipei 
Taipei,               Once the world s tallest building 2004 2010 Taipei 101 is Taiwan s most iconic structure and is shaped like a stalk of bamboo It retains the titles for tallest green building and having the world s highest Starbucks 
Taipei,               The best way to experience Taipei 101 is to ride the world s fastest elevator up to the observation deck on the 89th to 91st floors Save money when you order your entrance tickets online or skip the long lines with this Taipei 101 priority pass Make sure to check out the 720 ton stabilizer ball hanging in the center which prevents Taipei from falling during earthquakes Also check out the videos playing around it showing the gigantic ball swinging during one big earthquake 
Taipei,               Probably the second most recognizable building in Taipei is the Chiang Kai Shek Memorial Hall The imposing blue and white structure was built in 1980 to honor the former dictator and contains a small museum about CKS 
Taipei,               Often described as the most important museum in the Chinese speaking world the National Palace Museum houses nearly 700 000 artifacts about 3000 can be displayed at any given time spanning 8000 years of Chinese history The museum s origins are tied to the Palace Museum in the Forbidden City of Beijing from where many of the artifacts were carried across China and to Taiwan in the final years of the Chinese Civil War 
Taipei,               Some of the most famous pieces include a piece of jade shaped like cabbage and a meat shaped stone We always find the Chinese scrolls particularly impressive There is also a small kids section and regular rotating exhibits Save time at the entrance gates by booking your ticket in advance online Entrance to the National Palace Museum is also covered by the Taipei Unlimited Fun Pass 
Taipei,               In 2015 a the Southern Branch of the National Palace Museum was erected in Chiayi County to display more of the artifacts You can gain entry to both museums for the price of one with the same online deal mentioned above essentially two museums for the price of one 
Taipei,               Access Access Take bus R30 from Shilin MRT station Open 8 30 6 30 to 9 00 on Fridays and Saturdays admission NT350 National Palace and Shung Ye Museum combined ticket NT400 
Taipei,               First developed by the Japanese during the Japanese colonial occupation of Taiwan 1895 1945 the hot spring village around Xinbeitou MRT in Beitou district usually called Beitou Hot Spring is Taipei City s only hot spring resort OK there s one more secret one see 17 below Here s my detailed guide to Beitou Hot Spring 
Taipei,               Visiting Beitou is one of my favorite things to do in Taipei and you can easily spend a half day there Top sights activities include the Beitou Hot Spring Museum Beitou Geothermal Valley Hell Valley soaking in a historic Japanese bathhouse or a private hot spring room and eating hot spring ramen Some top hot spring choices include a private bathhouse or public spring at Gaia Hotel or Spring City Resort
Marrakesh,               For many visitors Marrakesh s labyrinthine medina old city district is the town s star attraction The narrow alleyways are a kaleidoscope of colors scents and sounds and are bound to be the sightseeing highlight of your trip 
Marrakesh,               As well as simply wandering and getting lost amid the bustling maze there are myriad shopping opportunities where you can put your haggling hat on and barter to your heart s content Shoppers shouldn t miss the Babouche shoe Souk Chouari carpenter s Souk El Attarine perfume and spice Souk and the Cherratine leather Souk 
Marrakesh,               Just west of the main souk area at the end of Rue Bab Debbagh you ll find Marrakesh s tanneries where animal skins are still dyed the old fashioned way 
Marrakesh,               This large square at the entry to the medina is the center of Marrakesh life The Djemaa El Fna assembly place of the nobodies is a vibrant hub of bric a brac stalls musicians storytellers fortune tellers and snake charmers that never seems to rest Here the entire spectrum of Moroccan life enfolds before you If being down among the thrum becomes too much it s also easy to escape to one of the many surrounding rooftop caf s and restaurants where you can survey the crazy scene from above 
Marrakesh,               The Koutoubia Mosque is Marrakesh s most famous landmark with its striking 70 meter tall minaret visible for miles in every direction Local Marrakesh legend tells that when first built the muezzin man who calls the faithful to pray for this mosque had to be blind as the minaret was so tall it overlooked the ruler s harem The mosque was built in 1162 and is one of the great achievements of Almohad architecture Non Muslims are not allowed into the mosque itself 
Marrakesh,               Built in 1565 by the Saadians the Medersa madrassa Islamic school of learning of Ben Youssef is the largest theological college in Morocco The warrens of rooms with student cells that once were home to 900 pupils are clustered around small internal courtyards in typical Islamic architecture style but the main internal courtyard is the real highlight here The fine zellige tiling stalactite ceilings cedar wood detailing and Kufic inscriptions used as decoration across the courtyard s interior make this medersa one of Morocco s most beautiful buildings and a star medina attraction 
Marrakesh,               This 16th century burial ground is home to 66 members of the Saadian dynasty which ruled over Marrakesh between 1524 and 1668 The tombs here include that of the ruler Al Mansour his successors and their closest family members It s a rambling atmospheric place with the mausoleums set amid a rather overgrown garden 
Marrakesh,               In particular the main mausoleum where Moulay Yazid is buried has a fine surviving mihrab prayer niche The Saadian Tombs were walled up by their Alawite successors and were only rediscovered in the early 20th century 
Marrakesh,               This magnificent peacock of a palace was built in the late 19th century as the residence of the Grand Vizier Bou Ahmed who served Sultan Moulay al Hassan I The interior decoration is a dazzling display of zellige tiles painted ceilings and ornate wrought iron features showcasing the opulent lives of those high up in the sultan s favor at that time The massive marble grand courtyard and opulent salons of the haram area are the two main attractions while the lush internal courtyard of the grand riad with its banana leaf plants and citrus trees is a tranquil respite from the city 
Marrakesh,               he Medina is the centre of the city filled with winding alleyways bustling squares and souks Touring the Medina will take you into picturesque palaces busy markets and mesmerising mosques as you learn about the history and culture of this unique ancient and UNESCO World Heritage listed neighbourhood 
Marrakesh,               s the main square inside Marrakech s Medina Jemaa el Fnaa is the heart and soul of the city Wandering through on scorching hot afternoons you ll encounter singers storytellers and snake charmers At night the square comes alive with street food vendors and merchants hawking everything from babouche slippers to spices 
Marrakesh,               the largest mosque in Marrakech dates back to the 12th century and is known for its minaret tower that rises high above the rest of the city at 77 metres 253 feet Located in the southwest portion of the Medina the mosque features intricate tiling stunning ceramics and lush gardens that are all worth exploring 
Marrakesh,               As the final resting place of the founder of the Saadian dynasty the Saadian Tombs date back to the 16th century The site is close to the Kasbah Mosque and became the burial place of royals Today it features 66 tombs between two mausoleums and another hundred or so graves in the surrounding gardens 
Marrakesh,               If you re looking for a unique side of Marrakech history check out Mellah otherwise known as the Jewish quarter of the Medina While this predominantly Muslim city is brimming with mosques there are still fascinating remnants of its former Jewish population including a Jewish cemetery and a synagogue that date back to the 15th century 
Marrakesh,               One of the more unique attractions in Marrakech Andr Heller s ANIMA is a stunning garden that features mother nature s natural beauty alongside works of art by Rodin Picasso and Keith Haring Shaded paths allow visitors to stroll at leisure as vistas of the Atlas Mountains tower in the distance The garden is a 45 minute drive outside the city but it s worth sitting back relaxing and enjoying the views along the way 
Marrakesh,               There s nothing quite like a hammam experience to awaken your body mind and spirit This particular activity is similar to a Turkish bath where you ll be massaged with argan oil and eucalyptus and then scrubbed raw with a horsehair glove The journey is one of a kind and your skin will be glowing for weeks afterwards 
Marrakesh,               The Medina has alleys upon alleys of souks so it s worth hiring a guide to navigate them all This tour takes you through the spice souk Jemaa el Fnaa and then to the markets with hand stitched clothing and local artisans plying their trades You ll meet tile and slipper makers ceramicists and rug weavers who will give you an idea of the breadth of commerce taking place inside this complex marketplace 
Marrakesh,               There s no waiting in line on this spectacular tour Two of the most impressive palaces in Marrakech Bahia and Badii are both included on this excursion where you ll get to take in unique architectural features while learning about the history of Moroccan royalty 
Marrakesh,               The gardens of Marrakech are known the world over for their impeccably manicured styles and unmatched greenery This unique tour takes you to two of the city s most exquisite gardens Majorelle which features a Cubist designed villa and Menara featuring insane views of the Atlas Mountains The icing on the cake comes in the form of a horse drawn carriage ride through the Agdal Gardens which border the luxurious Hivernage and La Mamounia hotels 
Marrakesh,               One of the best ways to beat the heat of Marrakech is to head to Oasiria the most exciting water park in Northern Africa Oasiria features the largest wave pool on the continent epic water slides a lazy river and so much more It s the perfect family getaway after dragging the little ones around the souks 
Marrakesh,               Within walking distance of must see sights like Jemaa El Fna the Badi Palace and the Saadian Tombs sits the intricate Bahia Palace This 19th century palace exemplifies the lavish lifestyle of the Moroccan elite Before it was accessible to the public this property housed various Moroccan royals Although the palace was ransacked in the early 1900s members of the royal family continue to occasionally stay here Meanwhile visitors can check out the public areas of the property which feature rounded entryways that lead to colorful mosaics and intricate latticework as well as cool shady walkways that guide you to vast sunny courtyards and gardens 
Marrakesh,               It s hard to miss Jemaa El Fna Sitting at the center of the medina this open air square stands as the city s main gathering spot By day Jemaa El Fna hosts dozens of entertainers from snake charmers to fortune tellers to herbalists By night the area fills with the aromas of piping hot couscous grilled meats and simmering vegetables from the food stalls From the square narrow alleyways lead intrepid shoppers through a maze of souks markets composed of spice vendors and carpet sellers who will stop at nothing to get you to buy something Here s a tip Never settle for the original price Half the fun of shopping around Jemaa El Fna is practicing your bargaining skills Most hawkers will negotiate with you but walk away if you encounter a stubborn seller 
Marrakesh,               Recent visitors praised Jemaa El Fna s bustling marketplace but suggested visiting at night when there s more to see Several also stressed the importance of saying no when you do not want an item or service and suggested keeping a close eye on your belongings since pickpockets are regularly spotted here 
Prague,               Sample seven Czech premium beers make friends and learn to examine and appreciate beer like a true beer connoisseur and take a trip through the glorious history of beer making in Bohemia 
Prague,               This is a social fun event where you may try lots of beer and are likely to make some new friends At the same time groups are small usually fit on one table and the experience is sophisticated and educational 
Prague,               One of our expert beer masters will give you an entertaining colorful introduction into the world of beer particularly beer in Bohemia the place where Pilsener was invented You will try plenty of beer and our guide will teach you how connoisseurs taste beer and point out the subtle differences of taste aroma and aesthetics 
Prague,               See the world s largest medieval castle and Hradcany Prague s famous castle district Enjoy the most spectacular Romanesque Gothic and Baroque architecture the city has to offer When Every da 
Prague,               Unimaginable suffering unspeakable courage crushed dreams and glimmers of hope Prague tossed and turned in the 20th century s storms whipped up by the great powers surrounding it This tour sheds 
Prague,               Join us on our day trip to this incredible UNESCO World Heritage listed town and discover why Kutn Hora is rated among the most amazing sites in Europe Visit the chapel decorated with nothing but 
Prague,               A sleepy countryside town today Terez n epitomizes one of history s darkest chapters 140 000 people were deported here by the Nazis when it served them as a GESTAPO prison ghetto and concentration 
Prague,               The Home of PilsnerSample seven Czech premium beers make friends and learn to examine and appreciate beer like a true beer connoisseur and take a trip through the glorious history of beer making in 
Prague,               Let our Beer Master take you to three of Prague s most famous historical breweries Indulge in an array of Bohemia s finest beers Learn about the history and techniques of brewing in Bohemia the 
Prague,               With the world famous Prague Pub Crawl the biggest in Europe you are in for the wildest night of your life The unbelievable Power Hour will get you in the mood to party at three of Prague s 
Prague,               With the world famous Prague Pub Crawl the biggest in Europe you are in for the wildest night of your life The unbelievable unlimited drinks will get you in the mood to party at three 
Prague,               This social active experience is a totally unique way to explore Prague perfect for friends families parties kids and colleagues The route leads past many of Prague most stunning views and 
Prague,               Daily in English at 10 30 and 14 30 Except Dec 23 24 25 31st evening Jan 1st morning This country has a dark period in its history Communism was full of paranoia 
Prague,               Thirty years ago Prague was a mystery to travelers in Europe now however it is one of the most popular destinations on the continent drawing about 4 million visitors each year Prague offers a compact city center a fascinating centuries long history with splendid examples of Romanesque Gothic Baroque Renaissance and Art Nouveau architecture 
Prague,               The Municipal House is a beautifully ornate building right next to the Pachovsky Palace and the Powder Tower in the old part of town Bohemian Kings used to rule the countryside from this art nouveau classic where operas and plays are now held The building has a dramatic entrance with a concave mural depicting classic works of art Inside you ll find sculptures from some of the most renowned artists of past centuries and the building links right up to Prague s ancient city gate making for a dramatic picture 
Prague,               Petrin Hill looms over the ancient city of Prague across the river from old town where you ll find meandering paths that are perfect for an afternoon stroll They ll take you up the hill where you can enjoy sweeping views of old town a mini Eiffel Tower an astronomical observatory a centuries old brewery and the Strahov Monastery which houses an ornate library Kick off your visit to Prague with a walk up Petrin Hill to get the lay of the land Climb the 299 steps of the 60 meter 200 foot Petrin Tower modeled after France s iconic landmark to get a bird s eye view of the winding streets below 
Prague,               You don t necessarily think of exotic animals when you think of this ancient city but Prague has one of the best zoos in all of Europe You ll find this sprawling expanse of zoo animals right on the banks of the river Vitava next to the Troja Castle Ranked the fifth best zoo in the world you can get up close and personal with rare animals like the Galapagos Giant Tortoise that lives an impressive 100 years You ll also find elephants rhinos and giraffes throughout the expansive grounds 
Prague,               The Spanish Synagogue sits right in the heart of old town in the Jewish Quarter It was built back in 1868 is Prague s first Jewish House of Worship and is widely regarded as the most beautiful synagogue in all of Europe This Moorish style building features stunning stained glass windows stylized Islamic motifs handpainted onto the walls and ornate gold tilework The most breathtaking feature is the interior of the massive central dome Galleries crown the dome so there is plenty to explore in one of Prague s most prized buildings 
Prague,               It took 600 years to build this magnificent cathedral and it is one of the most richly endowed churches in Europe You ll find this towering structure within the walls of Prague Castle at the top of a steep walk paved with centuries old stones St Vitus Cathedral still serves as the seat of the Archbishop of Prague Inside you ll see the baroque silver tomb of St John of Nepomuck as well as stunning art nouveau stained glass a 14th century mosaic of the Last Judgement and the tombs of Saint Wenceslas and Charles IV Insider tip instead of going right into the castle take a stroll left of the main gate through a garden with sweeping views of the city Pass a cherub fountain and find stairs to your right Ascend the stairs through the castle wall for the most breathtaking reveal of the church 
Prague,               One of the original gates into Old Town Prague this tower was first built in the 11th century and rebuilt in the 15th century During the 17th century the tower was used for storing gunpowder which is where it gets its name The royal route the coronation route of the Bohemian kings started at the tower through Old Town across the Charles Bridge and up to Prague Castle and St Vitus Cathedral where the kings were crowned 
Prague,               Powder Tower is connected by a covered bridge to what used to be the palace of King Vladislav II who rebuilt the tower in 1475 The former palace is now the Municipal House and remains connected to the tower Inside the tower is a spiral staircase with 186 steps leading up to the gallery where visitors can get great view of Old Town 
Prague,               Prague is known for its centuries long span of architectural styles with the end of the 20th century exemplified by the deconstructivist building Dancing House created by Czech architect Valdo Milunic and Canadian Frank Gehry This remarkable structure contains both dynamic and static elements and resembles a female dancer swaying in the arms of her male partner the Fred Astaire and Ginger Rogers of the architectural world Located on the bank of the Vltava River and Resslova Street Dancing House is a private office building except for a restaurant on the 7th floor the Celeste which is open to the public 
Prague,               Dancing House stands in strict contrast to the classical architecture surrounding it which includes buildings in Art Nouveau Neo Gothic and Neo Baroque styles Its ultra modern design created public outcries and controversy during its construction years later Prague is proud to show off its splendid Dancing House 
